message_id,date,themes,reaction_score,text
697,2025-04-30,business_process|community_practice,14,"Gconf интенсив | 280+ участников | Итоги первых дней

Наш практический ИИ-интенсив Gconf стартовал 28 апреля.

За первые дни мы:

— провели стартовую онлайн-встречу с Димой Мацкевичем
— запустили воркшоп по ИИ-проектам с Леной Дегтярь
— разобрали практику создания ИИ-коуча
— открыли доступ к новым урокам от Лёши Хахунова.

Впечатления участников (в карусели):

Более 280 участников уже погрузились в процесс. В карусели собрали их первые впечатления и примеры того, как они используют полученные знания.

Присоединяйтесь к потоку:

К текущему потоку Gconf еще можно присоединиться. Впереди 2.5 недели обучения — новые уроки, практические встречи и разбор кейсов. 

Доступ ко всем материалам, включая записи прошедших сессий, останется у вас навсегда.

Стоимость и запись:

Стоимость участия: 380 USD / 33 200 рублей.

→ Регистрация и оплата по ссылке в нашем боте [https://t.me/gptconf_bot?start=start]"
718,2025-06-27,business_process,19,"Как инвиз‑герои помогают нам делать интенсив лучше (1/3)

Я в ах*е. Мне очень понравилось…
— Аня Хронина, ex-CMO Davines, 13+ лет в маркетинге

Эксперимент

На потоке 28 апреля мы запустили новый эксперимент: инвиз‑герои.

Это сильные специалисты, которых мы пригласили пройти интенсив инкогнито, как обычные участники. 

Их задача — прожить весь путь и дать нам честную, профессиональную обратную связь.

Они не выступали. Не светились. 

Просто были внутри процесса. А потом помогли нам увидеть, что работает, а что можно сделать точнее.

Вот некоторые из инвиз-героев

— Аня Хронина — ex-CMO Davines, 13+ лет в маркетинге

— Ника Панова — ex-COO Superdao, AI & Web3, Forbes 30u30 [https://www.instagram.com/nikkoletta_v]

— Лена Гапоненко — Co-founder EdVentures.HUB, ex‑CEO Mesto

— Лиза Пак — Frontend Talent Development @ Brain Rocket

— Наталья Бармина — ex-Skypro, ex-Cloud ru; строила edtech‑продукты с нуля

Что дальше

В следующем посте (2/3) расскажем, что им особенно зашло, а в третьем (3/3) — какие идеи они предложили для улучшения.

Пока — загляните в метод GPT‑коуча от Димы Мацкевича [https://t.me/gptlovers/691?single], который тоже родился на прошлом потоке.

→ Записаться на новый поток [https://t.me/gptconf_bot?start=start]"
722,2025-06-29,daily_use|business_process|behavior_change|community_practice|automation_agents|content_creation,4,"Как инвиз‑герои помогают нам делать интенсив лучше (2/3)

В прошлом посте [https://t.me/gptlovers/718] мы рассказали, кто такие инвиз‑герои — сильные специалисты, которые проходят интенсив инкогнито и помогают нам делать обучение лучше.

Сегодня — делимся их отзывами. Вот что им реально зашло:

Ника Панова, ex-COO, Forbes 30u30 [https://www.instagram.com/nikkoletta_v]
С регулярной работой с чатом GPT… у меня какой-то взрыв идей в голове на тему ИИ. Появилась привычка думать “а как это можно автоматизировать?”

Лена Гапоненко, ex‑CEO Mesto
Скорость ответа поддержки 2–6 минут — это очень круто. Формат воркшоп → практика → разбор вдохновляет. Пункт “ставьте лайки на вопросы” — создал чувство безопасности.

Аня Хронина, ex-CMO Davines
Я в ахуе. Мне очень понравилось… Тёплый tone-of-voice, мемы и человечность в видео вызывают симпатию. GPT-коуч дал мощный вау-эффект.

Лиза Пак, Frontend Talent Development в Brain Rocket
GPT-коуч сделал для меня больше, чем психотерапия. Поддержка коуча каждый день. Вдохновение от Zoom-встреч и подкастов.

Оля Шилова, ex-процессный аналитик в Metro
Поддержка прекрасна! Осман и Лера — мои role models того, как должна работать поддержка: душевно, по делу, чётко. Открытый доступ ко всем материалам сразу — кайф.

Наталья Бармина, ex-Skypro
Удобный бот-онбординг. Понятные записи созвонов, тексты. Видео-гайды для РФ-пользователей.

А если хотите глубже понять наш подход к ИИ — запишитесь на открытую встречу с Димой Мацкевичем 30 июня, 15:00 мск.

👉 Подробнее о встрече с Димой + запись [https://t.me/gptlovers/719]"
733,2025-07-21,daily_use|business_process|community_practice|meta_skills,102,"игра за 2 минуты, анализ 4 лет терапии, исследование рынка — или что сделали наши участники на этой неделе вместе с gpt?

на сегодняшней встрече интенсива участники делились кейсом, который вдохновил за прошедшую неделю. вдохновились сами и передаём вам:

→ Юля без опыта в коде собрала свою первую игру — просто сказав: “сделай мне игру 2048”.

«меня это так вдохновило — за 2 минуты появилась игра на компе, а я ничего не понимаю в разработке».


→ Виктор добавил глубины в утренние звонки команды — бот выбирает участника и задаёт глубокий вопрос.

«я сделал, чтобы он задавал deep question случайному участнику команды, и каждый день это какой-то эмоциональный check-in. и это не тормозит делик, а наоборот, помогает лучше узнавать друг друга».


→ Иван сгенерил техническое задание и бота на его основе — из пары простых запросов.

«на выходе — готовый бот на 70%, без фреймворков и багов».


→ Николай использует gpt в саду — и учится принимать ошибки бота спокойно:

«раньше бесился, теперь понимаю — он как человек: может ошибаться».


→ Павел использовал gpt как партнёра, чтобы составить исследовательский промпт для выхода на новый рынок.

→ Анастасия разгрузила память телефона с помощью gpt. 

→ Герра использовала gpt, чтобы узнать реальную цену антикварных вещей — и выбила скидки на блошином рынке в сша.

→ Евгения загрузила 4 года терапевтических заметок — и получила самоанализ + предсказания будущих тем с терапевтом.

→ Анна улучшила промпт для составления маршрутов по городу — и gpt выдал локации, которых нет ни в одном путеводителе.

→ Лера загрузила кипу бумажных ответов в gpt — и получила сводную аналитику быстрее, чем успела бы сосчитать вручную.

Давайте соберём 40 сердечек и в следующем посте расскажем, какие топ 3 мета-навыка на 100% прокачают опыт взаимодействия с gpt. Так мы увидим, что тема живая для вас ❤️‍🔥

→ как Дима и Лёша используют gpt в своей жизни [https://t.me/gptlovers/724]
→ кейсы инвиз-героев [https://t.me/gptlovers/722]"
736,2025-08-03,daily_use|community_practice,13,"3 недели, более 100 участников и безмерное количество кейсов 

Мы завершили интенсив AI-life optimization и скоро поделимся кейсами участников — там есть чем вдохновиться.

→ как проходила первая неделя интенсива  [https://t.me/gptlovers/726]
→ вдохновиться [https://t.me/gptlovers/733] 
 [https://t.me/gptlovers/726]
Был очень приятный вайб, хоть много чего только в записи смотрел. Однозначно уношу с собой подход «а что, так можно было?!»


И я поддержу, было здорово! Спасибо всем, кто делился своим опытом, помогал и рассказывал про свои кейсы. 
Классные, теплые уроки и забрала полезные практики с созвонов. Спасибо всем, и участникам, и организаторам! ♡

Тоже хочу поблагодарить организаторов и участников за то, что делились, помогали, за теплоту и транслируемый настрой ❤️


Почти каждый день у нас спрашивают: когда следующий поток? Совсем скоро расскажем все детали. А узнать первые подробности и занять место уже можно в боте [https://t.me/gptconf_bot?start=start] 😉"
739,2025-08-04,,10,"А так можно? А так я смогу делать? А это? 

Прошло несколько часов с момента анонса потока vibe coding [https://t.me/gptlovers/737], первые места распроданы и один из самых частых вопросов в нашем директе: 

А смогу ли я делать вот такую штуку после интенсива? 

В большинстве случаев — да, но нам очень интересно узнать про ваши задумки, идеи, переживания и главное — как мы можем вам с этим помочь. 

Что мы предлагаем: 

1) Заполните короткую анкету. В ней можно:
- задать вопрос
- поделиться кейсом, который хотите реализовать с помощью вайб кодинга
- или просто выгрузить свои сомнения и переживания

2) Мы прочитаем каждую анкету и в личные сообщения ответим каждому. 

→ задать свой вопрос  [https://forms.gle/7jikoNkQDLvzTdzNA]
→ отзывы участников [https://t.me/gptlovers/736]

И помните: важно не что умеет нейросеть, а что вы можете вместе с ней. Увидимся на потоке!"
746,2025-08-14,business_process|community_practice|automation_agents|content_creation,23,"открываем набор протагонистов! 

Мы запускаем набор протагонистов — людей, которые уже сделали интересный кейс с vibe coding и готовы им поделиться.

Как понять, что это вы: 

- применили vibe coding к реальной задаче (продукт, контент, продажи, процессы, обучение или что-то другое);
- можете за 5 минут рассказать и показать, как воспроизвести ваш кейс;
- этот кейс вас очень вдохновляет и вы не понимаете, почему так мало людей про него знают. 

Какие кейсы нам особенно интересны: 

- сокращение времени на рутину (например, минус N часов в неделю) через автоматизацию;
- процессный прорыв: как вы структурировали работу, контент или продажи с помощью vibe coding;
- создание продуктов, приложений 
- аналитика, отчетность 
- всё, что вас вдохновляет 

Как подать заявку: 
- запишите looms [https://www.loom.com/looms/videos] до 5 минут и расскажие про ваш кейс 
- в идеале сделайте шеринг экрана и покажите, какие инструменты вы использовали 
- и отправляйте ваш looms через анкету [https://forms.gle/ed2BtLZM9p7SEvMb7]

Если сомневаетесь, тянете ли вы на «кейс» — подавайтесь. 

Мы отберём самые топ-кейсы и подарим вам проходку на интенсив, чтобы вы могли вдохновить остальных 😉

p.s. скоро объявим набор на инвиз-героев 

→ записаться на интенсив | старт 15 сентября [https://t.me/gptconf_bot?start=start]"
779,2025-09-08,business_process|behavior_change|community_practice|automation_agents|content_creation,18,"ищем 6 «тайных героев» на 9-й поток gconf по vibe coding, который стартует 15 апреля сентября (проверка на внимательность пройдена) 

gconf уже давно ≠ «курс про промты и кнопочки». 
с каждым потоком происходит эволюция продукта: вдохновение ->  личная трансформация -> навыки -> поддержка. 
каждый поток ~300 человек, при команде ≤ 5 человек

нужен 3D взгляд на эту систему со стороны

кто нужен: 
- knowledge-архитектор
- learning-дизайнер
- community-шаман
- funnel-хирург
- story-crafter (insta / tg)
- no-code ops / vibe coder / tg bots infra

формат: проходите интенсив как обычный участник с оплатой -> весь путь отправляете голосовые заметки в свободном формате -> после получаете полный возврат и созвон с нами, чтобы проанализировать подробнее ваш опыт 

текущий story update того что мы делаем можно прочитать тут
 [https://docs.google.com/document/d/1SrlgJkfvJ1Duy-sc79-Epvf_ksxJfgUcWX2QS7Veysc/edit?tab=t.0]
если откликается и есть экспертиза и топ-кейсы по нужным ролям — в форму (24 часа открыта)

на каждую роль есть 1-2 места

через 24ч закрываем форму и вернемся ко всем с решением

подробнее про роли и процесс👇🏻

1) knowledge-архитектор -> наводишь порядок в материалах, делаешь поиск мгновенным, строишь карту контента, знаешь notion / api / векторный поиск. цель - «нашёл нужный материал за секунды», хаос убит. убирает «где что лежит?» и ускоряет доступ к нужному материалу

2) learning-дизайнер -> умеешь дробить курс в микро-квесты, вести трек «15 мин в день». соединяешь вдохновение -> трансформацию -> в конце наш участник = новый человек, который может больше после gconf

3) community-шаман -> у тебя за плечами когортные программы в distributed-формате. собираешь группы так, чтобы люди вдохновлялись друг об друга. задаёшь ритм: ритуалы, спринты, peer-review, alumni-loop. знаешь, как снизить шум и при этом сохранить живой огонь

4) funnel-хирург -> смотришь на воронку глазами новичка. убираешь шаги, тестируешь a/b, поднимаешь конверсии вход/апселл

5) story-crafter (insta / tg) → пишешь честные истории, вытаскиваешь живые кейсы из стаи, без шаблонных «продажных» сторис. твой контент обучает и вдохновляет одновременно

6) no-code ops -> собираешь бота-навигатора, auto-дайджесты, voice-pipeline. автоматизируешь сбор инсайтов и доставку знаний одним кликом.
прохождение (если попал в роль)

 - входите как обычный участник: оплата -> чат -> живые звонки -> финальный день
- добавляем на старте в закрытый tg group: вы, я, наш сео и voicebot

задача проста: на любом шаге кидаешь voice в свободном потоке рефлексии о том, что чувствуешь и видишь, идеи, мысли: «непонятно, куда жать», «крутая фича, хочу так же», «шумно в чате»


в форму для заявки (24 часа открыта) надо внести:
 [https://forms.gle/5YusPirYX2HjrXBA7]- три лучших кейса с цифрами / ссылками
- почему вам важна тема ai и почему хотите именно к нам
- контакт в tg

выбираем 1-2 человека на каждую роль, закрываем и отвечаем всем через 24 часа"
780,2025-09-10,community_practice|content_creation,41,"смотрим ваши кейсы на протагонистов и кайфуем 

Пару примеров из ваших анкет: 

веб-приложение для своей старшей дочери, чтобы она могла отслеживать прочитанные книги из списка на лето и чтобы книга в система была засчитана как прочитанная, надо пройти тест по её содержанию 


ботик в телеграме, который делает красивые субтитры одним кликом на ваши видосы 


курсор помог подобрать комбинацию из слов сид-фразы для своего крипто кошелька, которую я забыл и он реально его подобрал 

приложение, которое автоматически переводит весь голосовой ввод на компе в текст. Как whispr, но свой и бесплатный 

завтра-послезавтра доразбираем все ваши заявки (их много) и ответим в личке тем, кого будем готовы пригласить протагонистом 

→ записаться на интенсив | старт 15 сентября [https://t.me/gptconf_bot?start=start]"
782,2025-09-16,business_process|behavior_change|community_practice|automation_agents,6,"второй день интенсива по vibe coding 😎

Первые дни интенсива, а ребята уже во всю делают свои первые шаги в вайбкодинге. Мы уже начали знакомится с Lovable и делать свои первые kitchen apps — мини-приложения для собственного использования: 

- бота для пересказа голосовых сообщений
- конструктор сказок
- свой личный трекер питания 
- мини-апп с ежедневными победами для тех, кто очень любит себя обесценивать

Важное правило первой недели: даём максимум любопытства, исследуем свои личные идеи и пока не торопимся с рабочими задачками. 

Один из крутых кейсов от ребят из потока: 

В продолжение языковой темы - с помощью ИИ-коуча собрал буквально за пару часов простой тренажер по спеллингу английских слов для младшего сына. Уровень А1.

Им в школе дают список слов и каждый четверг тест по спеллингу. 

Интуитивно пошел вот этой схеме, которая была сегодня на созвоне (Разгон-V1-Усиление). Первые две вообще с телефона пока с собакой гулял. За примерно 10 итераций (и изучение как выложить это онлайн на github + обрабока вводных от учителя, тут тоже все с чатгпт) получилась очень простая, но, по отзыву пользователя, эффективная штука 🙂

Если вы планируете присоединится к этому потоку, то поспешите. 
Cкоро мы закроем продажи на этот поток:) 

→ расписание интенсива [https://t.me/gptlovers/757]
→ личный супер AI-агент от Севы [https://t.me/gptlovers/756]

→ записаться на интенсив [https://t.me/gptconf_bot?start=start]"
783,2025-09-17,automation_agents,32,"дайджест интенсива по вайб-кодингу 

хотим тут больше рассказывать про то, что сейчас проходит на потоке по vibe coding в формате коротких заметок: 

- какие есть классные кейсы участников 
- что всем помогает продвигаться и получать результаты
- а где наоборот возникает фрустрация 

Сегодня делимся кейсами: 

Татьянин промпт-феномен — Татьяна создала промпт для тютора английского языка и стала неожиданной звездой группы. Ее сообщение запустило лавину из 15+ запросов на промпт. 

Екатерина - Личный помощник по экзамену
Создала в Cursor личного помощника по сдаче экзамена на капитанские права - залила учебник и он её штудировал

Любовь - Песня для подруги
Создала песню для подруги, которая упала с велосипеда

Завтра расскажем, что помогает участникам продвигаться к результатам в своих проектах 😉

→ как проходит второй день интенсива  [https://t.me/gptlovers/782]
→ личный супер AI-агент от Севы [https://t.me/gptlovers/756]"
785,2025-09-18,behavior_change|content_creation|meta_skills,16,"что помогает участникам текущего потока продвигаться к результатам в своих проектах?

разгон → планирование → постановка тз → v1 → усиление — рабочий цикл, на котором фокусируем участников и который сами постоянно улучшаем.

Самая частая проблема при работе с gpt — отсутствие структуры и корректной передачи контекста.

Многие пытаются взять результат с наскока и не выходит:
- размытые ответы
- часы переписывания промптов
- разочарование, злость, сопротивление
- не видим реальной пользы

Как подходим к любой задачке:

Шаг 1: сначала сами чётко понимаем задачу: 
- смотрим на неё с разных углов
- собираем контекст
- убеждаемся, что gpt нас понял. 

Шаг 2: собираем разные варианты решения этой задачи и сравниваем их между собой.

Шаг 3: выбрали один — просим gpt сформулировать тз/промпт и сразу идём тестировать. 

Шаг 4: анализируем результат вместе с gpt и улучшаем. 

Пробуйте и делитесь своими подходами в комментах😉

→ как проходит второй день интенсива [https://t.me/gptlovers/782]
→ кейсы участников потока по вайб кодингу [https://t.me/gptlovers/783]"
787,2025-09-29,automation_agents|content_creation,19,"по-моему мне сегодня снился вайбкодинг

третья неделя на потоке по вайб-кодингу от нас началась. 

каждый понедельник мы начинаем со звонка на 30 минут и рассказываем, что нас всех ждёт дальше и чем будем заниматься всю неделю. 

в начале звонка обсуждаем, что кто сделал за прошедшую неделю и вы только посмотрите на кейсы ребят: 

Сделала на лавабл калькулятор кофейного производства, который рассчитывает себестоимость и фин. показатели производственной линии. пока тупой, но это вау. делает экспорт в эксель

Параллельно поразгоняли в гпт тему создания комикса и проработали 15 страниц первой главы, получилась готовая структура и раскадровка для последующей прорисовки

Получилось посмотреть лекции по n8n и разогнать с гпт идею для автоматизации. 
Сделала структуру, но пока не перенесла ещё в n8n. И получилось перестать нервничать, что не успеваю идти по программе конфы

Случился гиперфикс на перплексити - изучила Labs и Spaces, сейчас на 30% где-то прикрутила свою Гугл-таблицу к флоту в n8n

Сделала тг бот для книжного клуба - задает глубокие вопросы по книге, которую читаем. В n8n

Сделал генерацию картинок для каталога на основе текущего каталога 🙂

Сделал ТГ бот для анализа беговых тренировок в N8N

→ дайджест интенсива [https://t.me/gptlovers/783]
→ Что помогает участникам продвигаться к результатам в своих проектах [https://t.me/gptlovers/785]"
